"NBa7we src","d4r55","fzvQIb","xRkPPb","qmhsmd","ARRgmb src","wiI7pd","RfnDt","eaLgGf","dSlJg","dSlJg 2","znYl0","znYl0 2","fontBodySmall","fontBodySmall 2","kyuRq"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVg5iFKQ4JVYYyMTNKao6T7RDrMBItyyD6iR22WkZ-MzZU4ndcl=w72-h72-p-rp-mo-ba3-br100","masiosetiawan","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Have been staying here several times. Nice place. Old building, but clean and tidy. Near the city, but not so crowded.","Local Guide · 93 reviews · 15 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWKRWx55TkwblhF-LnpadKNLj_l3IKpYnlAmApCMGaNlHh855cF=w72-h72-p-rp-mo-ba4-br100","Januar Bramoenanto","3/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Got bad experience during checkout since hotel doesn't receive any payment from agoda whilst credit card has been charged","Local Guide · 73 reviews · 3 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWj_5pgd_SqkP0CjrlxOBQlsETNTyJfl0lHImYQu77-C-JxlFNz=w72-h72-p-rp-mo-ba6-br100","F. Jeanne","3/5","8 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Good price, helpful & friendly staff, hygiene need a little improvement, wifi is available, breakfast is provided.","Local Guide · 885 reviews · 1,540 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUKruy-okvDnSw870BGtGwBsfUhfUq88EDVFEuvw8eawCAwfP81=w72-h72-p-rp-mo-ba5-br100","Ray March Syahadat","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Feel the sense stay in the heritage building. But the Wisma tamu UKSW just provide one towel and no shower kit.","Local Guide · 459 reviews · 456 photos","","","","Share","Like","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVWKgGO-M8dUVPZRXi6kSPz6U1TkpI-fZT5dpiTHpjoTnU9b-U=w72-h72-p-rp-mo-ba3-br100","Nantika Violetta","4/5","8 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","This place feels like home. We can choose to use twin or single bed. Hot water and wifi are available.","Local Guide · 13 reviews · 81 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVELbvJR4lyesaRDqVFWkJu2-CRwSmoRrRT9vc6MOZF_hxWEKFR=w72-h72-p-rp-mo-ba4-br100","Lundy Orlando","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Cheap clean room. Clean toilet. Good AC. Room needs to be renovated a little bit.","Local Guide · 31 reviews · 44 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWVZ4omnwOhMLp5tYqvkr1RdWnuh3PqurjIP0jGsV8oitzMoXpn=w72-h72-p-rp-mo-ba3-br100","Adam Surya","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Welcome, easy to booking, not to far from middle of city, there is breakfast session","Local Guide · 63 reviews · 26 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVUq6OSiTopRsXMduNjtJom0XovFZNxOb57IRn06oxcSH9Uzp5-=w72-h72-p-rp-mo-ba4-br100","Slamet Haryono","2/5","8 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Near from foodstore and public square. Clean, cheap, hot water and AC are goods, but slow connection wifi.","Local Guide · 52 reviews · 28 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX5lB5vXGVZVCJXLSqx3Nfi18Xja5IuYwi6W8oNEiBSDH0nFMlY=w72-h72-p-rp-mo-ba7-br100","ASA Andita","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Comfortable and clean place to stay, close to the UKSW campus, about 5 minutes walk.","Local Guide · 325 reviews · 3,071 photos","","","","Share","Like","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW_2VOKgxxPghW0fqCAmaLQEND0cPl0-sHcPGz3ngV6weHK8RaH=w72-h72-p-rp-mo-ba4-br100","chrisda wattimury","3/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Under renovation. The pipe sometimes doesn't work.. hopefully they get it done soon.","Local Guide · 37 reviews · 267 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocK2w1GydqT6BCy1stXzGLHqPUXgsW35J_z1Pdoxes_IE2RnzQ=w72-h72-p-rp-mo-ba2-br100","Aloysius Julindra","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Cheap and clean..warm water available, so dont worry of cold..!","Local Guide · 19 reviews · 1 photo","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVTpXQx5GSa2gE8QEwZC6eyhkjSlt4mYTH3Bs_-rI9pLRu2JIxr=w72-h72-p-rp-mo-ba3-br100","アルアル","3/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Cheap and clean room but the ac was broken and we cannot adjust the temperature","Local Guide · 19 reviews · 39 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVArVxJgG10VPWCLFlUbMIxTrXr4ZF-0dklqbRQOBDkvsaBTw1B=w72-h72-p-rp-mo-ba5-br100","john harris nadeak","5/5","4 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Very well maintain , clean dan tidy....","Local Guide · 484 reviews · 384 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWaPMQJpmknW_eanb3Xz7HWhB62ETCZJ7zCpVdqWCt0Z87lOkyb=w72-h72-p-rp-mo-ba4-br100","Albert J. Rinekso","4/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","A very cozy and nice hotel in salatiga, reccomended","Local Guide · 224 reviews · 231 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW38GSrgWm8d51tUdIfjIo-xRb6B_ihOyvLI5IeNmtAVb_gYKk=w72-h72-p-rp-mo-ba2-br100","Jasson Prestiliano","5/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Comfortable for value price, the staffs are friendly","Local Guide · 16 reviews · 5 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLHWAJmDMYhY4MRuA1XDcibUjbBKXW0isPAYTWz2R7qodpbVg=w72-h72-p-rp-mo-ba3-br100","Adimas Cesandro","3/5","5 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Just a decent homestay and nothing else. Pretty cheap though.","Local Guide · 27 reviews · 14 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWABXNj6i7ts3SdCBF_V2fR4Wb6pFak21VMiNyFkrbHfrFb1lTC=w72-h72-p-rp-mo-ba8-br100","Grace","4/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","clean n homey like your own house 👍 …","Local Guide · 870 reviews · 7,437 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKSlEJ-4bqZYiAsjLj0o9owKFYzxwKXwnRQDK6JbAFdLdd_Ng=w72-h72-p-rp-mo-br100","Arja Wendra Nityasa","4/5","5 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Great service and amenities for a good price","15 reviews · 10 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXRA5nURJrA9PFwt2LI2WlfPP8cRAtrJ2kWJQKgkVJeISnT-6cpEQ=w72-h72-p-rp-mo-ba3-br100","teguh Budiman","5/5","a year ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nyaman like a home","Local Guide · 22 reviews · 37 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUvtgvCoFGwTvaF5zo-Jw3iK37VOQRpWqEBNpCQlTNmbxWXHPio=w72-h72-p-rp-mo-br100","Maria Kartika","4/5","5 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nice rooms, except that one hahaha","6 reviews · 2 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLhJcrq-FODIQPLusZ8i9LRM5cgI2UMgq6TqC5FNDYQ8GpPUg=w72-h72-p-rp-mo-ba4-br100","Piliph Candra","4/5","8 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nice place. Clean and so homey.","Local Guide · 145 reviews · 154 photos","","","","","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVrxEzc7QdR03-LZfSGJdKGUe4W_Sj4yShJZZ6SBXkPnZsaK3K4=w72-h72-p-rp-mo-ba4-br100","Agung Banardono","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Cheap accomodation, clean room","Local Guide · 81 reviews · 101 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWowvQkHOidfe11G4z968esbhLTex-LA8SCrjt1UYBV0pAHg8-R=w72-h72-p-rp-mo-ba6-br100","Adi Nugroho","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Clean, Cheap and Comfortable","Local Guide · 524 reviews · 1,285 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX-zwlFTVYp-1TVKpIaJswLlY8uuwnyN10A84Nq-yanFzBs5_LKUg=w72-h72-p-rp-mo-ba3-br100","Ivan Rusli","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","overall a good place to stay","Local Guide · 72 reviews · 3 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVnC01ZiRutSn5YNjo_oeioSeIb9YB0kGN7s8Rqvw1R4Ko6DP9-=w72-h72-p-rp-mo-ba3-br100","Radian Kanugroho","5/5","8 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Feel like home in Salatiga City.","Local Guide · 23 reviews · 46 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUhlHCoBU6W67Ux-OIU4HT8gxcq2OY4tPrrrk9Uqf7LrI1ot8Y=w72-h72-p-rp-mo-br100","Marco Dewanto","5/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","good place...  good mood...","5 reviews · 7 photos","","","","Share","Like","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUiJWzOcbqYuk0iw2miiOjFzFzXgTSkuWvaoIDC31uQJDPBf11UFA=w72-h72-p-rp-mo-ba3-br100","Suyanti Then","5/5","a year ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","best!","Local Guide · 48 reviews · 48 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJnkQvPX9oJuIjWVvptTi8aBPCDvhCKdzoOHRYP3KA989HBHw=w72-h72-p-rp-mo-br100","Dedi Mono Ariyes","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Good job","8 reviews","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVnXbslS8OkCb0YVE3DWCkd85STB2NhYXuqbjH9tdzutrhMMqb0=w72-h72-p-rp-mo-br100","Eka Adis","5/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","So good","3 reviews · 1 photo","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU2rg4mE1y3CbaloTfgHXp9sLygrcAaqKFByUDJQxnCQP-SqJ0a=w72-h72-p-rp-mo-ba3-br100","Aditya Wardhana","3/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","not bad","Local Guide · 41 reviews · 16 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXErRq8-xXOMbQr8AB5lvxQ315l7zG_KyCeiXRMypIHcJ-zvrLR=w72-h72-p-rp-mo-ba4-br100","Hengky Yudanto","3/5","9 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Great.","Local Guide · 194 reviews · 32 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLdg_3LdtbVx1H8GT7Qwsz9xWejCpRoPvyIekovFeZoDsIjlA=w72-h72-p-rp-mo-ba2-br100","nurul rahma","1/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Not clean not recommended","Local Guide · 11 reviews · 3 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWxf2zd2vckG2p1U2Mb_ronLEdikH7S9pYGNQnlmro7joGAUT8S=w72-h72-p-rp-mo-ba3-br100","Mienory","5/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nice place to stay in Salatiga","Local Guide · 37 reviews · 23 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjULGJXYPSeChIRLkNNowJfkscqdASUdAo-itGEbgvaCzBHErglb=w72-h72-p-rp-mo-ba2-br100","Guruh Krisnantara","4/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","low budget, worth it","Local Guide · 38 reviews","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUc7XqhQz8qXNgDmB31WEisY2inkyOLJLtIr2bmLzmhsVfdGo0h=w72-h72-p-rp-mo-br100","Eduar Edo","4/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Ramee","6 reviews","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUbIAgmDN-CRY5lV5vwnrYcGURdL0wwidfwgxKkFG_JAv_Q9K8d=w72-h72-p-rp-mo-ba5-br100","Patrick Widjaja","2/5","7 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","One Kind of smell","Local Guide · 322 reviews · 285 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXMUMLu9bN2D0JIl6iQQV35r6hPVAz-EpwUNsxLT3X2WnP-Bjlu=w72-h72-p-rp-mo-br100","Agave Teo","3/5","8 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","joss","35 reviews · 54 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUNUGiTm-pMcC-lhicbdvo-R_XmiMp25YGSpvXWbVvn0kIQlljg=w72-h72-p-rp-mo-ba5-br100","hasan caslim","3/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Ok","Local Guide · 183 reviews · 383 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVpDDPAhUu9FkTmiwaghNT5lWDVjgx4QMu3qDNt3EKiRaCuEz4W=w72-h72-p-rp-mo-br100","Penidas Fiodinggo Tanaem","5/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Nice","2 reviews · 2 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXKeNzaF94vi_9FQIUx7a1PjU70gj4S2UxiBmvCD587WW6k_gGK=w72-h72-p-rp-mo-ba3-br100","Theresia Nova","4/5","6 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","👍🏻 …","Local Guide · 39 reviews · 145 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUlj5XIbpOfDlXziWOnblgwHq6q5I3gYzHbwA4Ybp4MRW1ek0rT=w72-h72-p-rp-mo-ba3-br100","Danang Adam","5/5","5 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Gooooooood","Local Guide · 44 reviews · 39 photos","","","","Like","Share","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV5a-1zwRJ1QtXia2_HtPFNGSf5eHQi2LIVZEYZ59qOqbyqZCG7=w72-h72-p-rp-mo-ba4-br100","Bro Dean","5/5","5 months ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Always stay here every time I go on vacation to Salatiga, besides the strategic location of the hotel, the price is also cheap. 
The service is also very friendly and helpful, I like to come to check in at …","Local Guide · 83 reviews · 28 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXL7FSTDBSHoNZq2443peG2hy6nuINxOFVglpGPStKhLeK6ORem=w72-h72-p-rp-mo-ba3-br100","Andreas Adikarsanto","5/5","a week ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Looking for comfortable, clean, strategic accommodation with friendly service? Try here.","Local Guide · 23 reviews · 24 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXGWkL5okTZjJjh1t9BNSGGsUOyXkvgaaUNVNl4A5-b2Vzrb5BI=w72-h72-p-rp-mo-ba5-br100","Yamazaki “Yamazaki” Chibi","5/5","3 months ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","It's clean from the outside, I don't know what's inside, I just eat pecel rice in the guesthouse yard 🙏 …","Local Guide · 386 reviews · 674 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjW_KO7n5gtbzZWOH6B5v_gOGjf6Y2JHV1mEc8cCBhBHvuxy5b8DiA=w72-h72-p-rp-mo-ba5-br100","Julian Norman","3/5","a year ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","The hotel's location is strategic in the city center, close to parks, places to eat and business or government offices. Affordable prices include breakfast. Ample parking space …","Local Guide · 229 reviews · 1,534 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXpKxbxKBRbAjSViruUTMl-S1pwbo80J48LMDMr_NRKAqYKMBo5Rw=w72-h72-p-rp-mo-ba3-br100","Sangkusni Wiyono","4/5","8 months ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Hot water shower is good and fast.
Clean rooms and floors.
Bathroom is good. …","Local Guide · 56 reviews · 91 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjXyH-3I72rvKKbi1qemzwkdB05Pr6knd3a4Shdulukniv3hv9yQ=w72-h72-p-rp-mo-ba5-br100","Andry Prayitno","3/5","a year ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","270 thousand/mlm on 24 Dec.
Just a standard room without interior renovations, the bathroom also has a sitting toilet and a tap. …","Local Guide · 170 reviews · 1,364 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a/ACg8ocL8SAKdwK_4aooUtqfZGI1Pm4OYbsozZKX8NK-_iTk5H6Zbijc=w72-h72-p-rp-mo-ba4-br100","Yuni Kristianto","5/5","a month ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Comfortable ..
Feels like at home..😍😍😍😍 …","Local Guide · 85 reviews · 15 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjUbbs4S5jMkY4LvEqjwqYckv60Vc__NN3DILNxfHic2dr4DKXxe=w72-h72-p-rp-mo-ba4-br100","Mersi Liana","3/5","2 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Came again on January 23, they said all the rooms were full so they had to go upstairs, but if you look at the parking lot that night, only our car was there, and in the morning we added 1 car and 2 motorbikes. What's unfortunate is that …","Local Guide · 236 reviews · 46 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjV5PR4oWqOlfvw4713m50vQbPVb7u7aA8Pwg2DtjjznH6zKYiU=w72-h72-p-rp-mo-ba4-br100","Endah Titisari","5/5","a year ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","A class of inn that provides many types of rooms. From standard, superior, deluxe with rates starting from 225 thousand. There is AC and water heater","Local Guide · 60 reviews · 91 photos","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjUHoqmSP-NiEMVhe18s4RSuJLeZuheg-a4y6a_nPJlVS-3qRnw=w72-h72-p-rp-mo-br100","Farah Ulfa Riadina, S. Pd","4/5","3 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Good location in the middle of the city. Full AC room. Free wifi. The bathroom is inside, plus there is hot water for bathing (although on the second day somehow the hot water turned off). Standard toilet with shower and sitting WC. There …","2 reviews","","","","Like","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjWj9-LHaNseKosBHc4v29CUHFQN7YGWR8-2WdKmHEsZ0pN3z9Y08A=w72-h72-p-rp-mo-ba5-br100","Andreas Harsono","3/5","2 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","I stayed here two nights. Clean rooms. Hot water running. AC is also good. In-room bathroom. This is a simple guest house, of course. Prices are also cheap. I used this place because it was near Margosari, the Salatiga stadium, and the gig terminal, which I needed to visit.","Local Guide · 294 reviews · 765 photos","","","","","Share","Translated by Google","・","See original (Indonesian)"
"https://lh3.googleusercontent.com/a-/ALV-UjVmUgn9Fs8Hvet99fpmTPl7tVwxcC_rNR0sJm-Z1GPgWL1f1Jrh=w72-h72-p-rp-mo-ba5-br100","Agus Tri Wibowo","4/5","4 years ago on","Google","https://www.gstatic.com/images/branding/product/1x/googleg_48dp.png","Quite comfortable & quiet, got a cheap price because it was at night, don't know if there is wifi or not because the cellphone signal is good. The bathroom is quite good although not very clean, hot water is available, 2 small bottles of …","Local Guide · 90 reviews · 737 photos","","","","Share","Like","Translated by Google","・","See original (Indonesian)"
